Phylum,Class,Order,Family,Genus,Species,Taxa,TSN,Common_name,Sex,Size_Maturity,Season_or_doy,Capture_method,Region,LME_Continent,Ocean_Freshwater,Storage_method,Storage_duration_years,Methodology,Sample_Type,N_replicates,Size_min_mm,Size_max_mm,Size_min_g,Size_max_g,Ash_perc,H2O_perc,Lipid_perc,AFLDM,Dry_KJg_mean,Dry_KJg_SD,Ash_KJg,Wet_KJg_mean,Wet_KJg_SD,Wet_KJg_min,Wet_KJg_max,Indigestible_perc,Publication_Type,Publication_Author,Publication_Journal,Publication_Year,Notes
Chordata,Teleostei,Perciformes,Centropomidae,Lates,calcarifer,Lates calcarifer,167669,Giant perch,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,7,NA,NA,NA,NA,1.3,78.7,0.8,17.2,NA,NA,NA,3.51,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Gadiformes,Gadidae,N/A,N/A,Gadidae,164701,Pollock,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,5,NA,NA,NA,NA,1.5,78.7,1.3,19.7,NA,NA,NA,3.81,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,pollachius,Pollachius pollachius,164728,Pollock,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,5,NA,NA,NA,NA,1.6,78.7,0.4,18.4,NA,NA,NA,3.39,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,solea,Solea solea,173002,European sole,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,3,NA,NA,NA,NA,1.2,78.7,1.4,20.1,NA,NA,NA,3.89,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Cypriniformes,Leuciscidae,Squalius,cephalus,Squalius cephalus,1199631,Chevenne carp,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,3,NA,NA,NA,NA,1.2,78.7,2.7,17.8,NA,NA,NA,3.97,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Cypriniformes,Leuciscidae,Abramis,brama,Abramis brama,163666,Bronze bream,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,2,NA,NA,NA,NA,1,78.7,4.1,16.2,NA,NA,NA,4.27,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Perciformes,Sciaenidae,Sciaena,starksei,Sciaena starksei,NA,Robalo croaker,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,2,NA,NA,NA,NA,0.9,78.7,2.8,16.1,NA,NA,NA,4.02,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Chondrostei,Acipenseriformes,Acipenseridae,N/A,N/A,Acipenseridae,161064,Sturgeon,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,1,NA,NA,NA,NA,1.4,78.7,1.9,18.1,NA,NA,NA,3.77,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,aeneus,Epinephelus aeneus,551036,Merou grouper,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,1,NA,NA,NA,NA,1.3,78.7,1.6,19.5,NA,NA,NA,3.85,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Perciformes,Leiognathidae,Leiognathus,daura,Leiognathus daura,168804,Black-finned slipmouth,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,1,NA,NA,NA,NA,1.2,78.7,1,19.6,NA,NA,NA,3.64,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,schmitti,Penaeus schmitti,95616,White shrimp,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,1,NA,NA,NA,NA,1.6,78.7,0.9,20.3,NA,NA,NA,3.72,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Perciformes,Haemulidae,Plectorhinchus,mediterraneus,Plectorhinchus mediterraneus,630199,Dorade grunt,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,1,NA,NA,NA,NA,1.7,78.7,1.9,17.7,NA,NA,NA,3.68,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Cypriniformes,Leuciscidae,Ptychocheilus,oregonensis,Ptychocheilus oregonensis,163523,Squawfish,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,1,NA,NA,NA,NA,1.1,78.7,3,17.3,NA,NA,NA,4.02,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,Scyliorhinus canicula,160065,Cat shark,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,1,NA,NA,NA,NA,1.2,78.7,0.7,14.4,NA,NA,NA,3.51,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Perciformes,Uranoscopidae,Uranoscopus,scaber,Uranoscopus scaber,171078,Stargazer,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,1,NA,NA,NA,NA,1.1,78.7,0.3,17.3,NA,NA,NA,3.43,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,officinalis,Sepia officinalis,82363,Cuttlefish,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,7,NA,NA,NA,NA,1.9,78.8,1,16.8,NA,NA,NA,3.43,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Perciformes,Percidae,Sander,vitreus,Sander vitreus,650173,Walleye,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,5,NA,NA,NA,NA,1.3,78.8,1.2,19.7,NA,NA,NA,3.77,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,dentatus,Paralichthys dentatus,172735,Summer flounder,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,4,NA,NA,NA,NA,1.1,78.8,0.4,20,NA,NA,NA,3.51,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Perciformes,Nemipteridae,Nemipterus,japonicus,Nemipterus japonicus,168995,Long-tailed nemipterid,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,3,NA,NA,NA,NA,2.1,78.8,1,17.8,NA,NA,NA,3.39,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Mollusca,Bivalvia,Arcida,Arcidae,Arca,inflata,Arca inflata,NA,Arkshell clam,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,2,NA,NA,NA,NA,0.7,78.8,1.7,10.3,NA,NA,NA,3.81,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Perciformes,Sparidae,Dentex,maroccanus,Dentex maroccanus,169220,Sea bream,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,2,NA,NA,NA,NA,1.4,78.8,2.5,18.7,NA,NA,NA,4.06,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,colorado,Lutjanus colorado,168867,Pargo snapper,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,2,NA,NA,NA,NA,1.2,78.8,1.3,19.7,NA,NA,NA,3.81,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Perciformes,Serranidae,Paralabrax,humeralis,Paralabrax humeralis,643321,Sea bass,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,2,NA,NA,NA,NA,1.2,78.8,1.5,18,NA,NA,NA,3.68,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,elongatus,Sebastes elongatus,166717,Greenstriped rockfish,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Proximate composition,Muscle,2,NA,NA,NA,NA,1.2,78.8,0.7,20.2,NA,NA,NA,3.64,NA,NA,NA,NA,Review,Sidwell,NOAA Technical Memorandum,1981,"When multiple tissue existed, took whole when available, then muscle, then whatever else was listed. Only took one value for each taxon, except for roe which were considered different and taken also if raw. Do not include any canned, fishmeal, dried, or otherwise treated samples. Sample size taken as the lowest of each of the composition measurement sample sizes that contribute to the ED"
